shifts,pred_label,probs,probs_top,IsTop5,label
-2426,right,0.8410698175430298,0.8410698175430298,True,right
-2327,right,0.739626407623291,0.739626407623291,True,right
-2228,right,0.945881187915802,0.945881187915802,True,right
-2129,right,0.654762864112854,0.654762864112854,True,right
-2030,three,0.3899833559989929,0.40093210339546204,True,right
-1931,right,0.8053572773933411,0.8053572773933411,True,right
-1832,three,0.21675121784210205,0.6396283507347107,True,right
-1733,three,0.17341548204421997,0.4764411747455597,True,right
-1634,three,0.12101679295301437,0.704820990562439,True,right
-1535,right,0.7346944212913513,0.7346944212913513,True,right
-1436,three,0.2349604070186615,0.6719269156455994,True,right
-1337,three,0.13382059335708618,0.8291707038879395,True,right
-1238,three,0.22805485129356384,0.6206799149513245,True,right
-1139,right,0.5537039041519165,0.5537039041519165,True,right
-1040,three,0.060071107000112534,0.8759745359420776,True,right
-941,three,0.35380175709724426,0.5309091806411743,True,right
-842,three,0.31920963525772095,0.5371693968772888,True,right
-743,three,0.3628882169723511,0.5203286409378052,True,right
-644,three,0.3483019173145294,0.5763571858406067,True,right
-545,right,0.6755733489990234,0.6755733489990234,True,right
-446,right,0.7514196634292603,0.7514196634292603,True,right
-347,right,0.5647407174110413,0.5647407174110413,True,right
-248,right,0.46212807297706604,0.46212807297706604,True,right
-149,right,0.5645006895065308,0.5645006895065308,True,right
-50,right,0.41515135765075684,0.41515135765075684,True,right
49,right,0.42842501401901245,0.42842501401901245,True,right
148,right,0.7599232196807861,0.7599232196807861,True,right
247,right,0.7312905788421631,0.7312905788421631,True,right
346,right,0.8438843488693237,0.8438843488693237,True,right
445,right,0.6082026958465576,0.6082026958465576,True,right
544,right,0.6146957278251648,0.6146957278251648,True,right
643,right,0.31871047616004944,0.31871047616004944,True,right
742,right,0.6966680884361267,0.6966680884361267,True,right
841,right,0.4803338050842285,0.4803338050842285,True,right
940,right,0.8126633763313293,0.8126633763313293,True,right
1039,right,0.7913895845413208,0.7913895845413208,True,right
1138,right,0.8900078535079956,0.8900078535079956,True,right
1237,right,0.8311312794685364,0.8311312794685364,True,right
1336,right,0.5402103066444397,0.5402103066444397,True,right
1435,right,0.7695061564445496,0.7695061564445496,True,right
1534,right,0.9283202290534973,0.9283202290534973,True,right
1633,right,0.7131631970405579,0.7131631970405579,True,right
1732,three,0.34335464239120483,0.4097619652748108,True,right
1831,three,0.2061631679534912,0.6809866428375244,True,right
1930,three,0.058032162487506866,0.7784947156906128,True,right
2029,three,0.1841757893562317,0.7743619084358215,True,right
2128,three,0.217616006731987,0.5595507621765137,True,right
2227,three,0.1991569548845291,0.6854785084724426,True,right
2326,three,0.3309341371059418,0.5415115356445312,True,right
2425,three,0.22199377417564392,0.6196337342262268,True,right
2524,three,0.11979174613952637,0.7819206118583679,True,right
2623,three,0.3021734058856964,0.5637097954750061,True,right
2722,three,0.14881327748298645,0.7797016501426697,True,right
2821,three,0.20565645396709442,0.7576307058334351,True,right
2920,three,0.41025829315185547,0.4980338215827942,True,right
3019,right,0.8887395262718201,0.8887395262718201,True,right
3118,right,0.6987013220787048,0.6987013220787048,True,right
3217,right,0.855922520160675,0.855922520160675,True,right
3316,right,0.8073532581329346,0.8073532581329346,True,right
3415,three,0.35432812571525574,0.6123183965682983,True,right
3514,right,0.8527000546455383,0.8527000546455383,True,right
3613,right,0.6491477489471436,0.6491477489471436,True,right
3712,right,0.5449967980384827,0.5449967980384827,True,right
3811,right,0.5793131589889526,0.5793131589889526,True,right
3910,three,0.31633153557777405,0.6186469197273254,True,right
4009,right,0.585896909236908,0.585896909236908,True,right
4108,right,0.8081536889076233,0.8081536889076233,True,right
4207,right,0.49102452397346497,0.49102452397346497,True,right
4306,three,0.446275919675827,0.46903759241104126,True,right
4405,right,0.5979297757148743,0.5979297757148743,True,right
4504,right,0.7680968046188354,0.7680968046188354,True,right
4603,right,0.5425960421562195,0.5425960421562195,True,right
4702,right,0.7301623821258545,0.7301623821258545,True,right
4801,right,0.8367496728897095,0.8367496728897095,True,right
4900,right,0.823032557964325,0.823032557964325,True,right
4999,three,0.43762877583503723,0.46433401107788086,True,right
-5000,right,0.9157569408416748,0.9157569408416748,True,right
-4901,right,0.8678306937217712,0.8678306937217712,True,right
-4802,right,0.9615141153335571,0.9615141153335571,True,right
-4703,right,0.9643041491508484,0.9643041491508484,True,right
-4604,right,0.974364697933197,0.974364697933197,True,right
-4505,right,0.9884695410728455,0.9884695410728455,True,right
-4406,right,0.9818931818008423,0.9818931818008423,True,right
-4307,right,0.9846683144569397,0.9846683144569397,True,right
-4208,right,0.9890435934066772,0.9890435934066772,True,right
-4109,right,0.9925436973571777,0.9925436973571777,True,right
-4010,right,0.9916532635688782,0.9916532635688782,True,right
-3911,right,0.9938136339187622,0.9938136339187622,True,right
-3812,right,0.9910076260566711,0.9910076260566711,True,right
-3713,right,0.9957554340362549,0.9957554340362549,True,right
-3614,right,0.9920578598976135,0.9920578598976135,True,right
-3515,right,0.9989182949066162,0.9989182949066162,True,right
-3416,right,0.9971421360969543,0.9971421360969543,True,right
-3317,right,0.9955993890762329,0.9955993890762329,True,right
-3218,right,0.9925717711448669,0.9925717711448669,True,right
-3119,right,0.997875452041626,0.997875452041626,True,right
-3020,right,0.9893597364425659,0.9893597364425659,True,right
-2921,right,0.9964404702186584,0.9964404702186584,True,right
-2822,right,0.9962504506111145,0.9962504506111145,True,right
-2723,right,0.9991506338119507,0.9991506338119507,True,right
-2624,right,0.9989436268806458,0.9989436268806458,True,right
-2525,right,0.9991689920425415,0.9991689920425415,True,right
-2426,right,0.9995409250259399,0.9995409250259399,True,right
-2327,right,0.9995057582855225,0.9995057582855225,True,right
-2228,right,0.9996949434280396,0.9996949434280396,True,right
-2129,right,0.9991648197174072,0.9991648197174072,True,right
-2030,right,0.9993764758110046,0.9993764758110046,True,right
-1931,right,0.9991558790206909,0.9991558790206909,True,right
-1832,right,0.9984220266342163,0.9984220266342163,True,right
-1733,right,0.9987602233886719,0.9987602233886719,True,right
-1634,right,0.9985081553459167,0.9985081553459167,True,right
-1535,right,0.9966717958450317,0.9966717958450317,True,right
-1436,right,0.9977030158042908,0.9977030158042908,True,right
-1337,right,0.9985756874084473,0.9985756874084473,True,right
-1238,right,0.9992625117301941,0.9992625117301941,True,right
-1139,right,0.9979605674743652,0.9979605674743652,True,right
-1040,right,0.9952231049537659,0.9952231049537659,True,right
-941,right,0.9961230158805847,0.9961230158805847,True,right
-842,right,0.9936502575874329,0.9936502575874329,True,right
-743,right,0.9972144961357117,0.9972144961357117,True,right
-644,right,0.9973324537277222,0.9973324537277222,True,right
-545,right,0.9962355494499207,0.9962355494499207,True,right
-446,right,0.9964516162872314,0.9964516162872314,True,right
-347,right,0.9931992888450623,0.9931992888450623,True,right
-248,right,0.9988848567008972,0.9988848567008972,True,right
-149,right,0.9991753697395325,0.9991753697395325,True,right
-50,right,0.995107889175415,0.995107889175415,True,right
49,right,0.980658769607544,0.980658769607544,True,right
148,right,0.9956673383712769,0.9956673383712769,True,right
247,right,0.996402382850647,0.996402382850647,True,right
346,right,0.9960971474647522,0.9960971474647522,True,right
445,right,0.9965014457702637,0.9965014457702637,True,right
544,right,0.9949520826339722,0.9949520826339722,True,right
643,right,0.9957219362258911,0.9957219362258911,True,right
742,right,0.9986170530319214,0.9986170530319214,True,right
841,right,0.9980352520942688,0.9980352520942688,True,right
940,right,0.998354434967041,0.998354434967041,True,right
1039,right,0.9987230896949768,0.9987230896949768,True,right
1138,right,0.999663233757019,0.999663233757019,True,right
1237,right,0.9997562766075134,0.9997562766075134,True,right
1336,right,0.9996902942657471,0.9996902942657471,True,right
1435,right,0.9993553757667542,0.9993553757667542,True,right
1534,right,0.9991682767868042,0.9991682767868042,True,right
1633,right,0.9989258646965027,0.9989258646965027,True,right
1732,right,0.9986817240715027,0.9986817240715027,True,right
1831,right,0.9989509582519531,0.9989509582519531,True,right
1930,right,0.998325526714325,0.998325526714325,True,right
2029,right,0.9982569813728333,0.9982569813728333,True,right
2128,right,0.9986186027526855,0.9986186027526855,True,right
2227,right,0.9989066123962402,0.9989066123962402,True,right
2326,right,0.9990777969360352,0.9990777969360352,True,right
2425,right,0.9978470802307129,0.9978470802307129,True,right
2524,right,0.9968966245651245,0.9968966245651245,True,right
2623,right,0.9939897060394287,0.9939897060394287,True,right
2722,right,0.9950518012046814,0.9950518012046814,True,right
2821,right,0.9890003204345703,0.9890003204345703,True,right
2920,right,0.9846259951591492,0.9846259951591492,True,right
3019,right,0.9982181191444397,0.9982181191444397,True,right
3118,right,0.9944708347320557,0.9944708347320557,True,right
3217,right,0.995326042175293,0.995326042175293,True,right
3316,right,0.9962521195411682,0.9962521195411682,True,right
3415,right,0.9968846440315247,0.9968846440315247,True,right
3514,right,0.9973459243774414,0.9973459243774414,True,right
3613,right,0.9931356906890869,0.9931356906890869,True,right
3712,right,0.9875828623771667,0.9875828623771667,True,right
3811,right,0.988375186920166,0.988375186920166,True,right
3910,right,0.9834240078926086,0.9834240078926086,True,right
4009,right,0.9913108348846436,0.9913108348846436,True,right
4108,right,0.9914079308509827,0.9914079308509827,True,right
4207,right,0.9896872639656067,0.9896872639656067,True,right
4306,right,0.9915317893028259,0.9915317893028259,True,right
4405,right,0.9810421466827393,0.9810421466827393,True,right
4504,right,0.994283139705658,0.994283139705658,True,right
4603,right,0.9958551526069641,0.9958551526069641,True,right
4702,right,0.9899084568023682,0.9899084568023682,True,right
4801,right,0.9873188138008118,0.9873188138008118,True,right
4900,right,0.9940370321273804,0.9940370321273804,True,right
4999,right,0.9960547685623169,0.9960547685623169,True,right
-5000,five,0.07577387988567352,0.8828498721122742,True,right
-4901,five,0.21534068882465363,0.6498912572860718,True,right
-4802,right,0.6926470994949341,0.6926470994949341,True,right
-4703,five,0.32975250482559204,0.6356215476989746,True,right
-4604,five,0.1367935836315155,0.6297358274459839,True,right
-4505,right,0.7283069491386414,0.7283069491386414,True,right
-4406,five,0.08630181103944778,0.8942448496818542,True,right
-4307,right,0.9624481797218323,0.9624481797218323,True,right
-4208,right,0.7780975699424744,0.7780975699424744,True,right
-4109,right,0.9530876874923706,0.9530876874923706,True,right
-4010,right,0.9348412156105042,0.9348412156105042,True,right
-3911,right,0.912421703338623,0.912421703338623,True,right
-3812,right,0.9771648049354553,0.9771648049354553,True,right
-3713,right,0.9425785541534424,0.9425785541534424,True,right
-3614,right,0.9915918111801147,0.9915918111801147,True,right
-3515,right,0.991050124168396,0.991050124168396,True,right
-3416,right,0.978727400302887,0.978727400302887,True,right
-3317,right,0.9500649571418762,0.9500649571418762,True,right
-3218,right,0.8804270029067993,0.8804270029067993,True,right
-3119,right,0.9865732192993164,0.9865732192993164,True,right
-3020,right,0.9839567542076111,0.9839567542076111,True,right
-2921,right,0.8660368323326111,0.8660368323326111,True,right
-2822,right,0.9393315315246582,0.9393315315246582,True,right
-2723,right,0.7297577857971191,0.7297577857971191,True,right
-2624,right,0.9622104167938232,0.9622104167938232,True,right
-2525,right,0.938489556312561,0.938489556312561,True,right
-2426,right,0.9474332332611084,0.9474332332611084,True,right
-2327,right,0.9450843930244446,0.9450843930244446,True,right
-2228,right,0.9349411725997925,0.9349411725997925,True,right
-2129,right,0.9054610133171082,0.9054610133171082,True,right
-2030,right,0.9862498044967651,0.9862498044967651,True,right
-1931,right,0.9167470932006836,0.9167470932006836,True,right
-1832,right,0.9923945665359497,0.9923945665359497,True,right
-1733,right,0.9939354062080383,0.9939354062080383,True,right
-1634,right,0.9940829873085022,0.9940829873085022,True,right
-1535,right,0.9949640035629272,0.9949640035629272,True,right
-1436,right,0.9881201982498169,0.9881201982498169,True,right
-1337,right,0.9814639687538147,0.9814639687538147,True,right
-1238,right,0.991108775138855,0.991108775138855,True,right
-1139,right,0.693912148475647,0.693912148475647,True,right
-1040,right,0.9903913736343384,0.9903913736343384,True,right
-941,right,0.9923334121704102,0.9923334121704102,True,right
-842,right,0.9050915837287903,0.9050915837287903,True,right
-743,right,0.9568126201629639,0.9568126201629639,True,right
-644,right,0.9068604707717896,0.9068604707717896,True,right
-545,right,0.9742417335510254,0.9742417335510254,True,right
-446,right,0.9167464971542358,0.9167464971542358,True,right
-347,right,0.9723544716835022,0.9723544716835022,True,right
-248,right,0.9595325589179993,0.9595325589179993,True,right
-149,right,0.7106850147247314,0.7106850147247314,True,right
-50,right,0.9509458541870117,0.9509458541870117,True,right
49,right,0.9864059090614319,0.9864059090614319,True,right
148,right,0.9897851347923279,0.9897851347923279,True,right
247,right,0.9881928563117981,0.9881928563117981,True,right
346,right,0.979484498500824,0.979484498500824,True,right
445,right,0.9918590188026428,0.9918590188026428,True,right
544,right,0.9665525555610657,0.9665525555610657,True,right
643,right,0.9509738683700562,0.9509738683700562,True,right
742,right,0.8587123155593872,0.8587123155593872,True,right
841,right,0.9314106106758118,0.9314106106758118,True,right
940,right,0.9142693877220154,0.9142693877220154,True,right
1039,right,0.9620867967605591,0.9620867967605591,True,right
1138,right,0.9896396398544312,0.9896396398544312,True,right
1237,right,0.9873756170272827,0.9873756170272827,True,right
1336,right,0.9727915525436401,0.9727915525436401,True,right
1435,right,0.9369031190872192,0.9369031190872192,True,right
1534,right,0.9024768471717834,0.9024768471717834,True,right
1633,right,0.9945700764656067,0.9945700764656067,True,right
1732,right,0.9643402695655823,0.9643402695655823,True,right
1831,right,0.7829316854476929,0.7829316854476929,True,right
1930,right,0.995677649974823,0.995677649974823,True,right
2029,right,0.8830606341362,0.8830606341362,True,right
2128,right,0.9871445298194885,0.9871445298194885,True,right
2227,right,0.9974690675735474,0.9974690675735474,True,right
2326,right,0.9818485975265503,0.9818485975265503,True,right
2425,right,0.9924934506416321,0.9924934506416321,True,right
2524,right,0.9670101404190063,0.9670101404190063,True,right
2623,right,0.9909254312515259,0.9909254312515259,True,right
2722,right,0.9781405925750732,0.9781405925750732,True,right
2821,right,0.9267099499702454,0.9267099499702454,True,right
2920,right,0.739274263381958,0.739274263381958,True,right
3019,right,0.9552478194236755,0.9552478194236755,True,right
3118,right,0.8823612332344055,0.8823612332344055,True,right
3217,right,0.9862989783287048,0.9862989783287048,True,right
3316,right,0.9763563871383667,0.9763563871383667,True,right
3415,right,0.9939677715301514,0.9939677715301514,True,right
3514,right,0.9841179847717285,0.9841179847717285,True,right
3613,right,0.889383852481842,0.889383852481842,True,right
3712,right,0.9869505763053894,0.9869505763053894,True,right
3811,right,0.9915326237678528,0.9915326237678528,True,right
3910,right,0.9655318260192871,0.9655318260192871,True,right
4009,right,0.9936637878417969,0.9936637878417969,True,right
4108,right,0.9931729435920715,0.9931729435920715,True,right
4207,right,0.9967324733734131,0.9967324733734131,True,right
4306,right,0.9961036443710327,0.9961036443710327,True,right
4405,right,0.9934223294258118,0.9934223294258118,True,right
4504,right,0.9718652367591858,0.9718652367591858,True,right
4603,right,0.978824257850647,0.978824257850647,True,right
4702,right,0.9653475880622864,0.9653475880622864,True,right
4801,right,0.991926908493042,0.991926908493042,True,right
4900,right,0.9207459688186646,0.9207459688186646,True,right
4999,right,0.9269939064979553,0.9269939064979553,True,right
-5000,five,0.28022292256355286,0.6797342896461487,True,right
-4901,five,0.04495321214199066,0.9057286977767944,True,right
-4802,five,0.16411764919757843,0.813247561454773,True,right
-4703,right,0.657875657081604,0.657875657081604,True,right
-4604,five,0.4556112289428711,0.48809099197387695,True,right
-4505,right,0.8279476165771484,0.8279476165771484,True,right
-4406,right,0.5174926519393921,0.5174926519393921,True,right
-4307,right,0.8246557712554932,0.8246557712554932,True,right
-4208,five,0.45128849148750305,0.5371489524841309,True,right
-4109,right,0.9511939287185669,0.9511939287185669,True,right
-4010,right,0.5119484663009644,0.5119484663009644,True,right
-3911,right,0.6166303157806396,0.6166303157806396,True,right
-3812,right,0.9441016912460327,0.9441016912460327,True,right
-3713,right,0.9780535697937012,0.9780535697937012,True,right
-3614,right,0.9906587600708008,0.9906587600708008,True,right
-3515,right,0.9883449077606201,0.9883449077606201,True,right
-3416,right,0.9937413334846497,0.9937413334846497,True,right
-3317,right,0.9749922156333923,0.9749922156333923,True,right
-3218,right,0.9558541774749756,0.9558541774749756,True,right
-3119,right,0.8988340497016907,0.8988340497016907,True,right
-3020,right,0.8410055637359619,0.8410055637359619,True,right
-2921,right,0.9532374739646912,0.9532374739646912,True,right
-2822,right,0.9792894124984741,0.9792894124984741,True,right
-2723,right,0.733036458492279,0.733036458492279,True,right
-2624,right,0.9400700330734253,0.9400700330734253,True,right
-2525,right,0.9224075078964233,0.9224075078964233,True,right
-2426,right,0.9288450479507446,0.9288450479507446,True,right
-2327,right,0.984510600566864,0.984510600566864,True,right
-2228,right,0.8144551515579224,0.8144551515579224,True,right
-2129,right,0.9694129228591919,0.9694129228591919,True,right
-2030,right,0.9596543312072754,0.9596543312072754,True,right
-1931,right,0.9933218359947205,0.9933218359947205,True,right
-1832,right,0.8949961066246033,0.8949961066246033,True,right
-1733,right,0.9629762172698975,0.9629762172698975,True,right
-1634,right,0.9978012442588806,0.9978012442588806,True,right
-1535,right,0.9967448711395264,0.9967448711395264,True,right
-1436,right,0.9970391988754272,0.9970391988754272,True,right
-1337,right,0.9815506935119629,0.9815506935119629,True,right
-1238,right,0.9965183734893799,0.9965183734893799,True,right
-1139,right,0.9715771675109863,0.9715771675109863,True,right
-1040,right,0.9902713298797607,0.9902713298797607,True,right
-941,right,0.9692227244377136,0.9692227244377136,True,right
-842,right,0.8827747106552124,0.8827747106552124,True,right
-743,right,0.7789121270179749,0.7789121270179749,True,right
-644,right,0.9727363586425781,0.9727363586425781,True,right
-545,right,0.9933251738548279,0.9933251738548279,True,right
-446,right,0.98676598072052,0.98676598072052,True,right
-347,right,0.9932788014411926,0.9932788014411926,True,right
-248,right,0.9856324195861816,0.9856324195861816,True,right
-149,right,0.9828488230705261,0.9828488230705261,True,right
-50,right,0.9758884310722351,0.9758884310722351,True,right
49,right,0.9825456142425537,0.9825456142425537,True,right
148,right,0.9697842001914978,0.9697842001914978,True,right
247,right,0.9945072531700134,0.9945072531700134,True,right
346,right,0.980187714099884,0.980187714099884,True,right
445,right,0.9738253951072693,0.9738253951072693,True,right
544,right,0.9837403893470764,0.9837403893470764,True,right
643,right,0.9919582605361938,0.9919582605361938,True,right
742,right,0.9119354486465454,0.9119354486465454,True,right
841,right,0.9244546890258789,0.9244546890258789,True,right
940,right,0.936478853225708,0.936478853225708,True,right
1039,right,0.9119359850883484,0.9119359850883484,True,right
1138,right,0.9725838899612427,0.9725838899612427,True,right
1237,right,0.8865334391593933,0.8865334391593933,True,right
1336,right,0.8435653448104858,0.8435653448104858,True,right
1435,right,0.9916554689407349,0.9916554689407349,True,right
1534,right,0.9886764287948608,0.9886764287948608,True,right
1633,right,0.9947072267532349,0.9947072267532349,True,right
1732,right,0.9679315686225891,0.9679315686225891,True,right
1831,right,0.922165036201477,0.922165036201477,True,right
1930,right,0.9857410192489624,0.9857410192489624,True,right
2029,right,0.9881303310394287,0.9881303310394287,True,right
2128,right,0.9943428039550781,0.9943428039550781,True,right
2227,right,0.9943261742591858,0.9943261742591858,True,right
2326,right,0.996921181678772,0.996921181678772,True,right
2425,right,0.9957476258277893,0.9957476258277893,True,right
2524,right,0.9974608421325684,0.9974608421325684,True,right
2623,right,0.9763168096542358,0.9763168096542358,True,right
2722,right,0.9949401617050171,0.9949401617050171,True,right
2821,right,0.8432433605194092,0.8432433605194092,True,right
2920,right,0.9762974977493286,0.9762974977493286,True,right
3019,right,0.9296297430992126,0.9296297430992126,True,right
3118,right,0.9780981540679932,0.9780981540679932,True,right
3217,right,0.9933404326438904,0.9933404326438904,True,right
3316,right,0.9949689507484436,0.9949689507484436,True,right
3415,right,0.9549341797828674,0.9549341797828674,True,right
3514,right,0.9562749266624451,0.9562749266624451,True,right
3613,right,0.9872372150421143,0.9872372150421143,True,right
3712,right,0.9908232688903809,0.9908232688903809,True,right
3811,right,0.9916526675224304,0.9916526675224304,True,right
3910,right,0.9236682057380676,0.9236682057380676,True,right
4009,right,0.9888778328895569,0.9888778328895569,True,right
4108,right,0.9813851118087769,0.9813851118087769,True,right
4207,right,0.9932337403297424,0.9932337403297424,True,right
4306,right,0.9675864577293396,0.9675864577293396,True,right
4405,right,0.9832112789154053,0.9832112789154053,True,right
4504,right,0.9552112817764282,0.9552112817764282,True,right
4603,right,0.9956790804862976,0.9956790804862976,True,right
4702,right,0.9445975422859192,0.9445975422859192,True,right
4801,right,0.9112766981124878,0.9112766981124878,True,right
4900,right,0.881297767162323,0.881297767162323,True,right
4999,right,0.9730020761489868,0.9730020761489868,True,right
-5000,one,0.0593353696167469,0.3486926555633545,False,right
-4901,five,0.054176073521375656,0.3715094029903412,True,right
-4802,four,0.016024943441152573,0.37667250633239746,False,right
-4703,five,0.02636638469994068,0.6012812852859497,False,right
